,title,isEdited,userName,date,rating,review,developerResponse,Company_name
616,No good,False,zero2377,2020-07-15 18:38:19,1,The first time I use this app it worked well ever since then it either has taken my money out and not giving the order to the store or has took my money out and I cannot get a hold of no one to get a refund I have tried uninstalling it and reinstalling it still the same thing I ordered at 12:30 today on July 15 said it was unable to locate the store I called the store to make sure they did not get no order there is no order to be found and it was money took it out of my bank account would eitherOr get the food it’s very close to work or I can walk to it to get it and if it works like the first time willing to try it multiple times,,Subway
617,Liars and crappy design,False,Clarkse69,2020-03-01 01:23:57,1,"All day today there were TV commercials saying if you ordered via the App you buy 1 foot long and get one free. Even the App has a banner saying this. Just add 2 foot longs to the your cart to get the discount it said. Well first of all whoever made the App has never ordered more than one sub. After you add the first one to your bag you can’t get back to the menu without touch the “back” arrow several times. Crappy design. Then when I finally did get the second sub in the bag, no discount. Maybe I need to complete the order I thought, so I did. Nope. I was charged for both and the local store won’t do anything about it. I used to eat Subway once a week. No more.",,Subway
618,Not all it’s cracked up to be,False,Brunugs,2020-02-27 17:41:43,1,"I got it to try out and got a coupon for a buy one get one sandwich free.  Ordered my 2 sandwiches, went to pay and it said I had to pay for both sandwiches.   Alright, I thought, save the coupon for later.  Entered in my CC info and checked out. Magically I went from 2 sandwiches to 3 sandwiches and repeat order on the the sandwiches and charged me.  No I went from wanting 2 sandwiches and paying for 1 to wanting 2 sandwiches, getting and paying for 3.  When the confirmation page prior to me checking out only had 2 sandwiches and the price for 2 on there.  Unimpressed.  Works like I thought it would.  Now I guess we will see how well the meal was prepared.",,Subway
619,No Order - No Reply - No Refund,False,AZKerstin,2018-07-14 14:53:41,1,"I’ve used this app a few times now and all was great until the my last order. I went to the store to pick it up and all they could say was they didn’t get it. I showed them my confirmation with the right store, date & time of pick up. I was on a tight schedule and couldn’t wait for them to make the sandwiches or I’d risk being late for work. I’ve been writing customer service for 2 days now trying to get my refund. No reply and no refund. I’m pretty disappointed in the non existent customer service if you have a problem. Looks like I’m going to have to file a claim with my credit card company to get my money back.","{'id': 4255810, 'body': 'We are sorry this happened - please share more details with us at (833)-778-2929 or appfeedback@subway.com- so we can make this right. Please mention or have ready the restaurant location, date/time you placed the order, and your user name when contacting us. Thank You.', 'modified': '2018-07-16T13:54:23Z'}",Subway
620,Impressive app.,False,Cayde the Sixth,2021-06-24 18:32:07,5,"The customization system is pretty great, allowing you to decide every little detail about your sandwich or just skip the hassle and get something premade if you’re in a rush. It runs smoothly, which is a surprise for a restaurant app as they tend to crash and be pretty buggy. Never had an issue, and can confidently say the app goes above and beyond just being “serviceable”. 

Five stars.",,Subway
621,Customization is Spotty,False,DrinkingFoodie,2018-04-26 15:01:47,3,"You cannot get exactly what you want, like in the brick and mortar. If I want a salami and bacon sandwich, I can’t get it. I can order a BLT with extra meat, but it won’t allow me to choose anything other than bacon. When I type in a request to sub salami for bacon as the extra meat, the store calls to say it will disrupt their inventory. This is just one example. The other flaw is the ability to continue ordering additional sandwiches. Sometimes you just have to place one single order at a time instead of placing an order for 6 sandwiches at once.",,Subway
622,Delivery does NOT work,False,mediocreatbest22,2022-08-06 14:51:24,2,"I’ve tried ordering and having a sub delivered to my job multiple times now and each time I get an error message just clicking on my bag. What is the point of offering delivery if your app is so broken it doesn’t even allow you to select that as an option? I’m only giving 2 stars cause the one time I was able to order, I had to do curbside and everything went smooth. Otherwise, just doordash it or go into the store personally cause this app is a joke if you can’t physically get to the store to pick up/order",,Subway
623,Can’t select delivery restaurant…,False,Bama 84,2021-12-22 23:48:32,2,"The app doesn’t allow you to pick a specific restaurant when using delivery. As a result, it automatically picks a restaurant for you. But you don’t know which restaurant has been picked until after you’ve placed your order. And for some it picks the worst possible location to deliver from. For me, that’s a super busy location inside a crowded mall instead of a location a quarter mile away that is rarely busy and is located inside a strip mall. Because of this my order takes an hour longer to get delivered than it should….",,Subway
624,Not a fan…,False,christina_00001,2021-10-11 01:33:25,2,"More often than not, I have issues with the app. It’ll ask me my location then somehow change it before ordering so my order goes to the wrong place.
No place in the app to check in? Fortunately, I checked my email and saw a link there. But then I wasn’t allowed to check in because it wasn’t 5 min within my time frame. So then I sit there waiting for that window to check in. And I get an alert saying my order is ready when it’s not. Much quicker to go inside, watch your sandwich be made and not have to wait around.",,Subway
625,Love it but could be better,False,*QSECOFR,2019-11-13 21:14:55,5,I love this app and use it a few times a week.  I think it would be improved if I could save my favorite few locations.  I cycle between a few depending on where I work on any given day.  I don’t like using the map to search by city and then scrolling thru dozens of locations. I would prefer to save favorite locations or at least to search by street address instead of city. Thanks!,,Subway
626,Good but can be better,False,Caseyjr253,2021-05-20 16:27:12,4,The app seems to glitch quite a bit my favorites don’t have here and it tells me certain sandwiches are not available but if I reset the app everything becomes available. Other than that I love being able to place my order through the app and go to my local store and pick up. And now that they’ve added salt and pepper to the options that makes everything much better!,,Subway
627,Worse Over The Years,True,SelfishMeme,2021-03-24 22:30:59,3,"This app has become worse over the years I’ve used it. Previously, the interface was very simple and convenient to use. Now it’s become “fancy looking,” but much slower and less responsive. Also, there are several items at my local subway store that I can order that are just not available on this app. For example, veggie patties are unavailable on the app, and so is Sriracha sauce. Because of this I’ve started using the phone to call in my orders, instead of using this app.","{'id': 682641, 'body': 'Hi- we are sorry to hear that your experience has been less than excellent. Would you mind reaching out to us at appfeedback@subway.com so we can take a closer look at this for you? Thank You!', 'modified': '2021-03-24T22:31:00Z'}",Subway
628,Good start.,False,GIGObug,2020-12-17 19:51:44,3,"For the most generic orders this app will work fine. I have not been able to select salt, under the seasoning section, also I can’t select Coke products under the fountain pop, or the bottled pop sections, and not all varieties of chips are available to be selected. I have tried specifically asking for the substitutions in the instructions part of the order. This can only work if the one preparing the order actually reads the instructions. So far this has not worked. Please update the app.",,Subway
629,"Ordering with this app is very confusing, when it works!",False,60snm,2021-10-26 18:53:41,5,"This app used to be easy. However today, I tried to order the 6 inch $5.99 special and could never get in the app. I tried changing the password and it would not let me in! It continued to send me back to the sign in page! Then I tried to starts new account and same thing happened. Can somebody help!",,Subway
630,"Can’t redeem rewards, employees clueless",False,SunnyBeeeeeeeeeeee,2018-09-23 17:12:31,2,"I’ve accumulated like $10+ in rewards that I can’t use because either the scanner ‘isn’t working’ at every subway, the employees don’t know how to use it, or it just plain doesn’t apply at checkout. I’ve tried submitting orders via the app and there’s always some form of error that prevents it from reaching completion (usually some notice saying a payment is already being processed, even though it hasn’t... then the order just never goes through). I’ve had rewards disappear after trying to use them but without receiving the actual discount. Very annoyed.","{'id': 5228516, 'body': 'Hi there- we are here to help! Please contact our support team at (833)-778-2929, or by email at appfeedback@subway.com. Have your app version, device type, and the steps to reproduce any errors ready- so we can investigate and address these concerns for you. Thank You!', 'modified': '2018-09-25T16:44:54Z'}",Subway
631,Forced account & login?  Still?,True,Anton-99,2017-12-23 04:26:03,1,"Even after my review for a previous version, a developer response and 3+ months, the architecture of this app is still mind boggling.  Why alienate customers who don’t want to open an account with you?  If I like the app and later choose to open an account and place an order via the app, that’s fine.  But for the casual user simply wanting to find a nearby location or see what they currently have on their menu...this app is worthless in its current form/version.

IF there is a way to bypass the login and I overlooked it, make it clearer and more accessible.

As it currently stands, I downloaded this app and will be deleting it within a 10min period.","{'id': 1750732, 'body': ""We're working every day to improve the app experience and we will definitely look into this issue. Feel free out to us at 1-800-888-4848 or via email at appfeedback@subway.com. We appreciate your feedback."", 'modified': '2017-12-23T04:26:03Z'}",Subway
632,Do not get it.,False,J..Clos,2022-09-01 22:57:09,1,"Honestly, when I got this app I should’ve read the reviews… to start off when ordering I had everything in my cart but when I hit purchase to checkout, the app glitched and said that there was an error but my card was charged. Soon I got a notification that DoorDash was getting my order but the order details were off, instead of saying 7 items, it said the order was only 1 item! I am disappointed by this, not only that but eventually, my order was cancelled or modified by subway so I never got my order. I am not satisfied at all and overall, there’s so many bugs…",,Subway
633,Garbage app scammed me,False,Xxkempseyxx,2022-02-27 15:21:51,1,"The other day I made a order using this app for 2 pizza subs, after my order was placed the store called me and said they no longer offer the pizza sub so they cancelled my order, subways then charged me TWICE then refunded me once so I’m out of my money and never got anything. I tried contacting subways and only get computer automated responses…..after looking around the internet I see many people have similar issues when subways app charged them multiple times and some saying the store never even got their order after the customers card is charged. Honestly never using this app again",,Subway
634,Poor app design causes user frustration.,False,DLP1000,2022-01-09 02:19:23,2,"Here are two reasons I dislike this app. 

1) I used a gift card and now have 2 dollars remaining. The only option is to pay the entire amount by Apple Pay or add money to the gift card. There is no option to pay first by gift card and then by Apple Pay. The result is an unused gift card balance which profits Subway while ripping off the consumer.

2) I accidentally selected carside pickup. I tried to change it but there is no option to toggle in-store pickup after the feature is selected. When I arrived, the one carside space was filled up so I parked and walked inside. I waited in line then asked for my order. The person said it was for carside pickup and told me to go back to my car and call the store. I showed the receipt and eventually they gave me the order. 

There are many other reasons to dislike this app. I only had space for two….",,Subway
635,You used to have an easy app,False,KatsHabit,2021-08-11 19:43:01,5,I have started to order and ended up frustrated multiple times since you “improved” your app. We’ve ended up 3 different times in the last two months going elsewhere after getting frustrated. It’s fine to use until you try to add a coupon on special. Then it won’t subtract the money or only partly does.,,Subway
636,LET ME ADD RANCH,False,ScrewLandmark.,2021-10-23 20:06:37,3,"I like this app because it’s convenient. 

However it once was an amazing app before it got updated a little while ago. Now you don’t even get an option to put RANCH on a Chicken Bacon ***RANCH*** sub, you don’t get to choose between fruit punch or cool blue you’re just stuck with cool blue if you want Gatorade, and the app doesn’t really like to load in. Took me 20 mins to place an order which should have only taken 1… 

*Yes both Ranch and Fruit Punch Gatorade is available at the store I go to. It’s just the app that doesn’t offer it*",,Subway
637,Sooooo easy & Great rewards!,False,Tellander,2020-12-09 00:09:25,5,"I have saved everyone in my family's favorite sandwich and so on nights when dinner is rushed I can have it in 15 minutes with just a few taps!Plus, the app notifies me when I've got rewards waiting and when they are about to expire. I don't think I've ever paid full price for my order because their reward system is so great. Highly recommend!",,Subway
638,No subway found in area,False,toho_mom,2021-04-10 22:32:36,1,"I have used this app before to order in my town. I wanted to do an order and signed in, they could not find the subway I use all the time. Which is weird because I’ve ordered from here a lot. 
Drove down to order from them before I went in I checked again, I’m literally standing right in front of it and it says i have no subway in my search area. And yes, my location services are on for this app, I checked. 
So this app is useless for me. Pretty annoying since I have big orders and usually like to order at least 2 hours ahead. Now I have a huge line build behind me. Awesome.",,Subway
639,Broken App,False,BrothersInArtz,2021-03-07 20:35:31,1,"iPhone 11 and iPad 3rd gen both confirm you can’t see the ingredients, so as long as you enjoy tapping a blank screen 9k times because the ingredients *are* there, you just can’t see them (yay!), so the trial/error portion of working around a multi-billion dollar corps fantastically and pre-amateurishly broken app that apparently didn’t go through even 4 whole minutes of QA (neither did Apple, for that matter, like 2 peas in an iPod) may very well be the highlight of your day...if your day consisted of licking hobo’s armpits while listening to corpse-Limbaugh fart from the beyond the grave for 23 hours. Good lord, Subway, immensely stupid and entirely unforced error.",,Subway
640,Frustrated Subway app user,False,Kb0deb,2020-12-08 17:25:52,5,For about two weeks or so the subway app for 810 Dakota Ave South Huron SDlocatiob the apps says they are closed and you can’t order. They are open they tell me they don’t know what is wrong with app. I usually order a lot but haven’t been able to. The drive thru line is always so slow and long that it drives me insane. Please someone get it fixed. You are losing business.,,Subway
641,Works great.....but,False,Bob from nc,2020-07-25 00:50:21,5,"I had a problem when ordering on app and through website. On my iphone iOS 13.5.1 when selecting chicken bacon ranch melt, it doesn’t give an option to make it a footlong. So I called the store and talked to the manager. She was very helpful and said to order a sub at the same price and put what I wanted in special instruction section. That worked except when they don’t pay attention it and make it wrong anyways.",,Subway
642,Super Inconvenient Ordering System,False,ekelly1105,2020-08-28 00:00:04,3,"This app definitely works for ordering Subway online, but they don’t make it easy. Instead of having a simple checklist so you can select your numerous toppings, they decided to try to make things pretty instead of user-friendly. Now that I’ve used the app a couple times I understand how to remove, change and add toppings, but it was almost impossible at first. It should be simple to put in an online order, so many other restaurant apps do it just fine. This one is just not usable enough.",,Subway
643,My favorite restaurant,False,Lani_ionic,2018-05-28 22:19:49,5,"This is my favorite restaurant because it offers such a healthy choice of menu. I am a vegetarian and I dislike eating greasy, deep fried foods all the time and this place is one of the best alternatives. I plan on eating here a lot of more often and using my subway in-app rewards card because the customer service and food is always perfect. I would recommend to friends and family to visit subway as a healthier alternative to fast food.",,Subway
644,Nothing works in the app!,False,Lauralibby88,2020-07-12 17:10:18,1,"Coupons don’t apply, phone numbers for stores are outdated/wrong, can’t adjust meat selections in orders. This is absolutely horrible!!! In this day with Covid and people trying to be in public less, Subway stores are terribly small and we order ahead everywhere to make this easier. Nothing was easy with this App! We do this a lot and this is by far the worst app I’ve ever seen. Don’t use it unless you’re not going to use the coupons, and plan to order items exactly as presented. You can’t even chose the upgrade drink size option from the menu, a pretty basic standard Subway request. Seriously, the worst food app I’ve used.",,Subway
645,Worst Food App on AppStore,False,ItsJustinMaaaaaan,2020-06-22 19:20:07,1,"Love Subway food and price. Hate Subway employees. Whether they’re preparing the food or making an app they make sure they’re the worst in the business. Employees are either teenagers with bad attitudes or older folk who failed in life and got stuck at a shop for teenagers to work.

If you want to do anything on the app, be prepared to wait. There’s a loading screen for every press you make. With lots of hidden hyperlinks to open browsers. All the while demanding mass amounts of data.

To SUBWAY: Make an app for ordering sandwiches. Not a test program to try out menus for your new mobile game. App sure does look nice but what’s the point if it doesn’t work. Keep it simple stupid...",,Subway
646,App stopped working after 10.0.0 update,False,Asdfghjklcw,2019-04-21 03:29:51,2,"The Subway app worked great until this past week with the latest 10.0.0 update.(I think that is the version.)Now it tries to load, but I just keep getting a spinning Subway logo, but it won’t load. Yes, I tried turning my phone off an on. 😉 I also I deleted the Subway app and re-downloaded it. I went to our local Subway and they said some other customers had the same trouble, but not everyone.  I hope they fix this soon because we have purchased approximately 7 subs this week that we haven’t gotten counted towards our reward points. 😢","{'id': 8761637, 'body': 'Thanks for reaching out to us! We heard your feedback loud and clear, and we now have a fix for the pesky issue you described. Please update to the latest version, and feel free to call us at (833)-778-2929 if you are still experiencing any issues. Thanks!', 'modified': '2019-05-20T15:21:44Z'}",Subway
647,"Good app, poor service",False,Bernie728,2018-08-18 21:51:53,3,"I’d rate the app higher, as it works great, however the staff can’t seem to make the food the way you order it. I don’t know if it’s a flaw in the app, or with the staff, but each time I place an order my food is not prepared as it was ordered. Today I ordered a toasted roast beef sub, deluxe, toasted, with a note to toast it longer than usual. The sub I received was not toasted at all, nor was there extra roast beef. It seems as though it would be simple to make an order as the app shows it to be, but apparently it’s far more difficult than it should be.",,Subway
648,Dump the app and order in person,False,scottmc21,2018-07-18 16:32:33,1,"Using the app to order is hit and miss.   About half of the orders I have placed have been fine.   Other times I have ordered and when I pick up my sandwich, there is only meat and cheese on bread.   That’s it.   When I have questioned this, the employee at Subway tells me that sometimes if you order via the app, the veggies/toppings don’t make it through to the order sheet they use to create your sandwich.   Not good.
Now more times than not when attempting to use the app, I just get a message saying “an error occurred, please try again”.   
App used to work fine.   Apparently there was a bad update at some point that really made it go downhill.","{'id': 4331042, 'body': 'Hi there- so sorry for the inconvenience. Please share more details with us at (833)-778-2929 or appfeedback@subway.com- so we can make this right. Please mention or have ready the restaurant location, date/time you placed the order, and your user name when contacting us. Thank You.', 'modified': '2018-07-20T16:46:46Z'}",Subway
649,This store is awesome!  I love subway 😊❤️,False,cuttiekieki143,2021-10-11 19:09:13,5,The southern highlands subway in Henderson Nevada has amazing employees they were so kind and caring that they helped me figure out how to use my e-gift card and found me a discount I could use so that I didn’t have to pay more then what was on my card! Plus all their food looked and tasted fresh and their store was very clean and organized!! I definitely recommend eating here💜❤️,,Subway
650,App could do a LOT better,False,shrurrg,2022-07-29 21:00:45,2,"There’s no way to change the size of the drink in a combo, there’s no way to select Dr Pepper (for example) as the drink even though it’s available at the store, selecting “sides” cycles through 3 screens for every item instead of being able to just click several things to add all at once, the app is too “dumb” to recognize that separately adding chips and a drink to a sandwich order should turn it into a “combo” (although maybe that’s by design in order to charge people more, if you’re a conspiracy theorist), and no way to add a tip.",,Subway
651,Keep rewarding you,False,ritta0511,2020-10-09 02:18:21,5,"They reward you and you can keep using it for more subway. I love ordering ahead, you skip the line and go straight to the register and let them know you have a mobile order. You also set the time you want to pick your order, so if you’re at work but can’t pick it up right away you can order to pick up later. It’s a convenient app and I love the deals. Saves money and time.",,Subway
652,Done with this app,False,Cf_,2021-07-12 23:40:05,1,"I’ve had to dispute two charges now because this app failed. My card was charged for ordering when I received error messages that the restaurant could not accept my order. I had to go in person, so I paid three times. Called my credit card company to dispute the extra charges. I now need to dispute a new charge because the Subway I ordered from was out of meatballs, and the app has no way of detecting supply of ingredients at a restaurant. The Subway location has no way of clearing out the order or amending the charge, so I have to call my credit card company again. That’s unacceptable.",,Subway
653,"BROKEN app, always having issues",False,MiaaMeow,2021-03-30 21:26:33,1,"This app will glitch out on you, and this chain does not take any responsibility when it costs YOU, the customer. Finally uninstalled after having numerous issues in app (constant error codes/orders not going through but still being charged/etc.) that the company refused to fix and blamed ME for. There’s rarely a deal going on that makes these overpriced sandwiches worth it. Might as well just go in store because this app is NOT worth the hassle and inevitable lost money. 
Not to mention finding any sort of way to contact customer service is nearly impossible.",,Subway
654,Notice,False,Notice to users,2021-01-02 01:45:11,1,This is a third party app as I have been informed. I ordered with the app and the restaurant called to let me know they could not fulfill the order because they were out of items needed. Since this is a third party system they could not cancel my order or refund the charge. So I was charged for food I did not receive. The app only directs you to call the restaurant the restaurant directs me to use the app. I called the corporate number and was greeted with an automated voice letting me know it was a fully digital system so there is no person to talk to it directs you to the website. I filed a complaint but have not got a response.,,Subway
655,Missing a “Build Your Own” Option,False,Dwana,2020-12-29 21:24:49,3,"The app is fine in theory, but I think it’s a bit ridiculous that there isn’t a “build your own” option, where from start to finish you pick what you want on your sandwich just as you do in-store. According to the app, the sandwich that I usually get is only offered as a wrap, and I can’t change the wrap into a type of bread, which defeats the purpose of mobile ordering and contactless pick up for me. I’m forced to go into the location to get what I want.",,Subway
656,Good app but needs offer locations,False,Debduzrule,2020-06-02 16:11:27,4,"I love being able to customize my order online and find nearby locations. What I DON’T like is that one has to pick out customizations then wait until the very end to find out if a certain restaurant is participating in an offer. Come on, this is 2020! Isn’t there a way to list participating restaurants? Sometimes I’ve had to build up order 3-4 times before finding a Subway that accepts offers. That’s my only problem with app.",,Subway
657,"Easy to use, decent rewards.",False,Cej108,2019-05-20 19:07:17,4,"The app is easy to navigate, intuitive to order, and keeps all payment info on file for future orders. Building sandwiches exactly the way you want is just as easy as pointing in the store. The rewards you earn are not amazing, but better than nothing. As of the time of this review, you gotta rack up 200 points just to earn a $2.00-off coupon. Subway should step up the rewards incentives to drive customers back in more frequently.",,Subway
658,Issue canceling order,False,dailybreadUberdriver,2019-09-26 18:49:30,1,"I had an issue canceling an order to alternate location in oakland that I bought a sandwich the day before. I tried to order a sandwich locally from San Francisco but I accidentally placed the order for the location across the bay in oakland. In the app it says to cancel the order please call the store, when I tried calling the oakland store to cancel my order, the phone number didn’t work and I was charged for the sandwich I never received. Be careful to setup the order correctly, you might be paying for a sandwich you never receive and subway has yet to refund me, unless fixed, it is likely you will not receive your money back either.","{'id': 10977539, 'body': ""Your feedback is really important to us and we're always looking for ways to improve your experience! Feel free to reach out to our team by tapping 'Contact Us' in the Menu, at (833)-778-2929, or by email at appfeedback@subway.com.\r\n"", 'modified': '2019-09-30T13:59:48Z'}",Subway
659,Can’t customize!!!,False,Nadua,2019-09-05 18:47:39,3,"I was so excited about this app, and I do love the rewards. I get two dollars off for every 200 points I collect. The reason that I cannot give it five stars is that it won’t let me order the sub that I always get. I cannot find any way to make it on the app, therefore I can’t place an order on the app and I can’t save my sandwich as a favorite. If there is a way to completely build a sandwich from scratch, then I could do what I need to do. If that is a possibility, let me know how! If you fix that option I’ll give you five stars!","{'id': 10555391, 'body': ""Your feedback is really important to us and we're always looking for ways to improve your experience! Feel free to reach out to our team by tapping 'Contact Us' in the Menu, at (833)-778-2929, or by email at appfeedback@subway.com.\r\n"", 'modified': '2019-09-06T14:05:48Z'}",Subway
660,My orders as of recently.,False,TheLightWillShineAgain,2019-03-12 14:41:46,5,"Recently my orders haven’t been going through on my iPhone 7. Because of expired rewards and I understand the expired rewards but it won’t let me finish my orders because of the expired rewards and I did exactly as it told me to get rid of the expired rewards. But nothing happens. Also I would like to mention I normally do really enjoy this amazing app. But this has become annoying. 

Could someone kindly help me with this?","{'id': 8176022, 'body': ""Hi there, please contact our support team by tapping 'Contact Us' in the Menu, at (833)-778-2929, or by email at appfeedback@subway.com. Have your app version, device type, and the steps to reproduce any errors ready- so we can investigate and address these concerns for you. Thank You!"", 'modified': '2019-04-11T17:34:20Z'}",Subway
661,Good App,False,ImaLilRebl,2018-02-18 07:35:16,5,"The app works good & is easy to navigate. The only issue I see is that all the menu items available @ the store I order from are not listed on the app (soup, hashbrowns). It’s not enough of an inconvenience for me to deduct a star though! I’ve used it for over a year now, never had any problems.  I use the app @ work & it saves me so much time not having to wait in line! I love it!! I also like that I can pay through my PayPal account.",,Subway
662,Good app but needs to warn about duplicate orders,False,Hartmeister,2018-08-20 00:05:04,4,Good app. It has a very good graphical user interface. The only two problems I’ve had with it is that it seems to allow you to orders special order items that might not be there at your local subway. The other is that if you accidentally duplicate your order it doesn’t warn you about submitting the same order twice. Also you should have a way to pull favorites out of recent orders and to modify the names of the favorite item.,,Subway
663,App not working after update,False,Travis75,2018-05-27 14:07:51,1,"The subway app updated and when I opened the app it told me I had to log out to accept the new privacy policy and terms, I did and now I can’t get logged back in. I log in and it takes me to the screen where I have hit continue to accept the new terms and when I do it takes me to a subway headquarters screen saying forgot password create a new one so I did twice in fact and it still won’t log me in, it keeps taking me to that same screen saying I have to create a new password. App worked fine before the update now I can’t even get logged in at all! So I am giving only one star because the app is useless to me now!","{'id': 3642147, 'body': 'Developer Response (Pending) - May 29, 2018 It may take up to 24 hours for this response to appear on the App Store.\nWe appreciate your patience while we investigated the concerns you shared with us. We identified the concerns that you brought to our attention, and our support team has indicated that the concern you identified should be resolved. Please uninstall and reinstall the Subway® App from your device, and the concern that you mentioned should be corrected. If you could follow up to let us know that this has been resolved, we would truly appreciate it. Thank You.', 'modified': '2018-05-29T17:55:14Z'}",Subway
664,Update the app!,True,quequito1221,2018-05-03 01:36:40,4,"UPDATE: Reinstalled the app, and it now works! Changing my rating to 4 stars.

I will admit, I gave it a 2 star rating because of the major annoyance, but maybe that was a bit too harsh. I did eventually get it working. And it still works now. That be said, here are some pros!

The app gets it right with ordering sandwiches that I have loved in the past! As well as making it super convenient to keep the status of my sandwich consistently updated. There could be more options with toppings, but other than that, the app works great!

Minus the crashing problem that I have had-- which I let the developers know. They gave me some tips on what I can do to remody the problem. Communication is there. And I do appreciate it.

Overall, the app isn't terrible. A few nit-picks here and there, but overall quite solid!","{'id': 3317697, 'body': 'Hi there- we are here to help! Please contact our support team at (833)-778-2929, or by email at appfeedback@subway.com. Have your app version, device type, and the steps to reproduce any errors ready- so we can investigate and address these concerns for you. Thank You!', 'modified': '2018-05-03T01:36:40Z'}",Subway
665,Works great! (Ignore the bad reviews),False,Wild0x,2017-09-14 01:03:51,5,I was skeptical to use this app with all of the bad reviews listed.  I was very glad that I gave it a try.  Fast first set up and accurate ordering.  I arrived five minutes before the stated time and my food was ready and waiting for me. No line. No wait. Fresh food to order. The employees at the Subway were shocked when I told them about the bad reviews. They said people use it all the time and they never get complaints.,,Subway
666,Nice option but seems to have glitches often,False,Gcst3,2021-08-18 17:01:11,5,I like using the app and thankful for the option too. There just seems to be issues and glitches with site often for some reason.  I generally have all bars on my device.  Still seems to be slow?  So not sure why.  But other than that it’s super convenient!  Thank you!,,Subway
667,"Terrible interface, slow, unreliable",False,robogilvie,2022-06-05 01:33:18,1,"The app has a terrible interface, it is slow, and it is unreliable. Ordering causes frequent loading screens and at payment time, the app regularly throws errors. Sometimes the order goes through and you end up with duplicate orders, sometimes not. Often you have no idea if your order was successful until you check your email. They also allow you to input PayPal payment types, but then have a banner saying PayPal is no longer supported. 

If I could give them zero stars, I would, and I use this app at least once a month.",,Subway
668,Unfulfilled Potential,False,Choesoph,2021-12-22 03:33:59,3,"This app has potential but in the current form it’s nothing but lackluster. One would think a company as large as Subway, in an era when an organizations online presence is fundamental for success, that the organization would make the functionality and usability of their app a top priority. Well, you’d be wrong. It is untelling how much in sales Subway is losing due to costumer frustrations with this app. Subway, make this app result in a great costumer experience and the evidence of that impact will be manifested in your bottom line.",,Subway
669,Worthless,False,Bli4z,2021-12-11 14:31:26,1,"I never write reviews, but feel the need to give this frustrating app a scathing review. This piece of crap app never works and the developers should be ashamed of themselves. I can’t even imagine how much business Subway must be losing. I’d rather eat anywhere else than deal with the aggravation of trying to order food through this worthless app that never works. It kicks out my orders multiple times and tells me my cart is empty, despite my placing multiple items in the cart. And then finally tells me my cart has too many items. Updates and restarts won’t fix this doomed app. Enjoy!",,Subway
670,Make it an app your workers know how to use,False,Thatbacongirl,2021-08-19 17:59:10,1,Y’all need to train your workers on your stupid app better. I ordered a meal and picked a bottled drink and when I went to go pick up my food they refused to give me the bottle drink and we’re going to charge me more for something I paid for. I paid for a bottle drink and walked out without a bottle drink because they refused to give it to me and they were gonna make me pay for it. I even showed her how I ordered a bottle drink and to get to drinks. I clicked on a picture of a cup and she’s like no see you ordered a cup I’m like no I clicked on a picture of a cup to get to the drinks menu. Please do something about this,,Subway
671,Our experience,False,jesssimco,2020-08-09 22:13:36,5,"We utilize the Holt Road location in Columbus, Ohio. We will get absolutely perfect orders and the get the most jacked up mess and have to drive all the way back there to get fixed and they are so “whatever sorry” about it. Never a next orders on us, let’s give u extra chips for the inconvenience.... literally NOTHING. If the order today isn’t right we are never getting from this location ever again!",,Subway
672,When it works it's great,False,......1922,2021-07-01 02:25:44,3,"50:50 chance I get my kings or it works for payment  and scan. Seems associates are not trained they struggle when you want to do both pay with the app, again 50/50 chance I can and gain my points. Sees like prompting the clerks to ask hey would like to use the app to pay or something will give them a standard and force the needed training if. I have experienced this in different subways in different states they don't know nothing about the app and I lose points",,Subway
673,No deals and can’t order without signing up,False,D0R10B,2021-02-15 18:11:45,1,"I downloaded the app hoping that I would be able to get some offers or coupons, but I didn’t see anything like that. Even then, when I tried to place an order, it wouldn’t accept one without first having to go through the hassle of signing up for yet another “rewards program.” I understand these companies look at these apps more as a marketing tool designed to rope in consumers versus a convenient ordering experience, but I just want to order a sandwich without having to join the Subway fan club.  Is that too much to ask?",,Subway
674,So disappointed,False,Kristenl5,2021-02-14 23:02:29,1,"I ordered a sandwich with all produce and one with none. It didn’t give me an option for white bread, so in the notes I put please make the one with no produce on white bread. Chips there were hardly any options. It wouldn’t let me delete my old PayPal password so it would process. I added a debit card. My husband picks up the order and his no produce sandwich had the stock produce, I thought it was an error on the restaurant nope the app shows produce even tho I selected none. It came on wheat bread. My husband said next time he’ll just order in the store since he already had to pay separately for the baked bbq chips.",,Subway
675,Missing features for this app,False,P1CC0LO,2022-12-02 18:35:02,3,"Most of my order was completely wrong.  The receipt has the correct drink and chips but I received completely wrong items and there is no way to report errors in the app.  Also, I wasn’t able to use up my gift card because my purchase was more than the balance of my gift card.  There should be a way to use the gift card and then pay the balance off with the other card on file.",,Subway
676,Could use improvement,False,MBopp491,2020-06-29 23:11:55,2,"Overall it’s an easy app to use, but the customizations could be greatly improved. You can only select from a handful of options as far as meats. It would be great if the app could be updated to include a “create your own sub” option as most of the things my family order are not able to be ordered through the app. I thought this would be a nice easy way to save time and place an order and have it ready or almost ready by the time I got to the store, but sadly not because I usually end up having to go in to order anyway.",,Subway
