,userName,review,title,rating,isEdited,date,developerResponse,Company_name
172,gtjahjadi,"Spent 20 minutes trying to enter my address only to be met with a pop up that says “Please provide a valid delivery address.” I’m starting to think my apartment doesn’t actually exist and I’m just imagining the past 5 years. KFC, care to comment?",Terrible app,1,False,2022-03-04 19:14:31,,KFC
173,123344567))((;;;:::;())7$)(;,"They finally have an app, but provides absolutely no deals like the others, such as… Popeyes McDonald’s etc… so what was the point?",What was the point,3,False,2022-02-02 00:10:28,,KFC
174,duranedragic,"If you had a delivery option within the app, i would fully approve.",Improvements,3,False,2022-01-15 17:50:50,"{'id': 27584519, 'body': 'You are in luck! The KFC Mobile app has delivery to bring your order straight to your door.  Please try it and let us know your experience. ', 'modified': '2022-01-21T14:38:58Z'}",KFC
175,semi-smarthome,No option for a bottle of water when ordering combo meals. I don’t drink soft drinks and have to order each item separately to get a bottle of water.,Why only soft drinks?,3,False,2022-07-04 16:50:22,,KFC
176,Jersey G,"First time using this app, there's no customization. Tried to order a combo but there's no option for bottled water. Who designed this apps, high school students practicing for their STEM class? No thank you.",Better off ordering in person,1,False,2022-10-15 00:52:26,,KFC
177,judy662,So disappointed with my food!! Ordered and didn’t get mixed bucket …food is now cold and waited 2 hour to be told I am only getting a refund for the white meat I didn’t receive .. never ordering from here again!!,Terrible customer service,1,False,2022-07-13 00:57:38,,KFC
178,VfdGamer,"a fine app, but why am i forced to order a meal? and why is water not an option as a drink? ridiculous waste of my time downloading this, why would there not be MINIMAL options?",dumb,2,False,2022-05-03 22:36:27,,KFC
179,Matzrn,Will not take my payment. Tried entering my cc and it would error. Tried Apple Pay and it would error. I’m trying to give you my money and you won’t take it. This doesn’t happen to me on any other app. Massive fail.,Worst app ever,1,False,2021-12-21 01:24:38,,KFC
180,aihpcfl,Thanks for addition of Apple Pay,Happy to see Apple Pay,5,True,2021-06-08 00:51:27,"{'id': 23242792, 'body': 'Thank you for your feedback. Apple Pay has now been added to the app.', 'modified': '2021-06-08T00:51:27Z'}",KFC
181,EaRuinsGames,This app seems like it was made by someone who doesn’t use or even bothered to quality test it. Too clunky and very inefficient. I got frustrated and just went to another restaurant,Annoying to use,1,False,2022-09-22 03:34:22,,KFC
182,mpc64,"Created an order, but app wouldn’t let me add a credit card in order to complete it. There’s a place where it says add card but underneath it is just a big grey box which prevented me from adding any info",Doesn’t work right,1,False,2022-02-02 20:16:35,,KFC
183,hfchdrg,.,Good app but would be great if they had better promos and a rewards system for being loyal to KFC,4,False,2022-03-09 11:30:03,,KFC
184,479Tucker,Our local KFC has been here since before I moved here (2002) and your app won’t show it.  I’m not going to drive 30 miles away to use the app. I’m dumbfounded how you have an app that DOESNT show your locations. This is a free-standing KFC. Not in a mall or university.,Won’t show local KFC,1,False,2021-05-02 18:18:30,,KFC
185,Ripcord59,They don’t have a bunch of sides and other foods on their app even though they serve them. Please update app and website for all the food items that are available,Not all items are there,1,False,2022-11-13 17:25:02,,KFC
186,IcyRage83,Y’all have a commercial on TV saying “free delivery when you order on the app” then I order and y’all CHARGE ME delivery fee. Quit advertising free delivery if it ain’t free. If I wanted to pay for delivery I can use Uber eats or door dash without your app!,Ehhh,2,False,2022-07-31 00:23:24,,KFC
187,Trmsd,"Just trying to do one order and this app has crashed 10 times. I am unable to complete an order.

How do you release an app in this state?? Thanks for the waste of time.",Crashing constantly,1,False,2022-06-12 17:33:16,,KFC
188,Beardman1986,would love it if the mobile orders can be picked up at the drive thru and select cup size when ordering,Drive thru,3,False,2022-02-21 00:28:32,,KFC
189,smoewood,"They do not have any of the Monday through Thursday daily deals, only 2/3’s of the drinks, none of the specials, and their $10 buckets cost $18 on the app. They don’t have stuff like Nashville hot wings or the country fried steak.",Only has about half of what they sell and at higher prices!!!!,1,False,2021-05-07 14:03:40,,KFC
190,IndyCoolie,Omg this app is so ridiculous it’s not funny!!! Whenever you try to select a menu it just slides all over without stopping at your choice. You can’t even search for what you want. This App needs a serious do over.,A joke,1,False,2021-06-11 21:28:19,,KFC
191,Jie's review,The kfc we went to was bad. First there was no chicken theigh at the place we went to. Second the person talk too close to me and her name is sasha. Last she gave us the breast and charged me the same money the address for this kfc is 849  s baldwin Ave and the wait was long.,No good,1,False,2021-05-23 20:05:56,,KFC
192,Horsehappy1,I’m parked in front of KFC trying to place an order and it can’t find the store.  I’m driving a one ton DUALLY that doesn’t fit thru the drive up and the front doors say drive up or mobile only.   We had to leave.,Can’t find any stores,1,False,2021-05-02 20:35:05,,KFC
193,Lystras,The app does not work. I’ve tried it twice and they just took my money. They weren’t able to see my order in the system and I went to 2 different locations.,Trash app.,1,False,2022-10-01 00:40:15,,KFC
194,Legend kebab,"I placed the order through the app and the store is closed, don’t have my chicken after 45 mins and the app doesn’t allow you to switch store or refund! STAY AWAY FROM THE APP.",Store is closed and no refund option,1,False,2022-09-07 03:54:16,,KFC
195,KPittman7258,"Why would they not have certain menu items available on the app?  All they have is chicken, some sides and sandwiches.  That’s basically it.  Tsk, tsk.",Disappointed,2,False,2022-03-23 17:11:21,,KFC
196,Happy_mati,This app is terrible. I have tried repeatedly for the last 10 minutes to make it work. It’s terrible. Keeps glitching and going blank.,Not sure what the marshmallow Jeep person is referring too…,1,False,2022-09-28 22:13:58,,KFC
197,penyu manis,"Everything on this app is 5x harder than the McDonalds app.  You already have a good use case, just copy it for your own app!  Try to redeem the special and it takes you to an infinite loop of “log in” and then “ redeem”.",Utter garbage of an app,1,False,2022-04-16 00:47:35,,KFC
198,808MaJiK,"We have to use the app to do carry out… BUT WE CANT ORDER IF THE APP DOESN’T WORK. I tried 3 times, gave up and left for Panda Express. I saw another couple doing the same thing, fiddle with their phone, give up and leave same time I did. Then I deleted the app.",Horrid app,1,False,2021-12-05 23:43:28,"{'id': 26718567, 'body': 'Hi, we apologize for this. Our app suffered a glitch but it is now fixed. Please retry and re-rate our app and let our customer care team know at KFCMobileTeam@yum.com if you continue to face problems. Thank you', 'modified': '2021-12-08T16:09:03Z'}",KFC
199,qrst99,After trying multiple times I gave up trying to enter payment information. Going to go to somewhere else.,Won’t take information,1,False,2022-08-02 22:44:55,,KFC
200,cmattbishop,"Easy to use, easy to navigate. Great to order with.",Great app,5,False,2021-02-26 03:23:03,"{'id': 21338663, 'body': 'Thanks for the review! ', 'modified': '2021-02-27T17:20:06Z'}",KFC
201,BerthaBlue27,"Can’t customize orders, like I like to get all white meat on the buckets which is an extra charge but no option for this. An intelligent app design would let you do what all the stores let you do.",Not useful,1,False,2022-08-01 01:38:52,,KFC
202,jlq_iten,Tried to place an order for 16 pc family and it didn’t allow me choose all dark.,Didn’t allow me to choose all dark,2,False,2021-10-30 00:52:26,,KFC
203,MusicWheels,Ridiculously poor design. Has so few menu choices and our local KFC in Sherman TX that’s been open for years isn’t even listed. Deleted in five minutes.,Limited menu; locations missing,1,False,2021-06-01 04:32:10,,KFC
204,P Jay C,Could not find a way on a large order to mix Original and Extra Crispy.,Mix original and ECrispy,3,False,2021-05-09 17:49:40,,KFC
205,Godzillagamers,Why even offer the delivery button if I’m gonna be sent to one of those apps that overcharges by 30 dollars? It’s unfair. They should’ve kept direct delivery from the app itself rather than this.,Horrible delivery system.,1,False,2021-03-19 22:52:10,"{'id': 21780529, 'body': 'We are working to bring new features to the app. Thank you for your feedback. ', 'modified': '2021-03-21T17:45:33Z'}",KFC
206,two6nine,The animation for the Harlow promo make the app extremely slow and buggy.,Jack Harlow,4,False,2022-07-14 23:33:52,,KFC
207,Ninandinha,"Not highly intuitive, but it gets the job done.",Gets the job done,3,False,2022-04-24 03:04:25,,KFC
208,Vinny B The Catalyst,Can’t search for items. Could not check out. The final gray button to pay would not respond to tapping.,"Great food, poor app",2,False,2022-01-27 17:45:50,,KFC
209,Doctormadge,"Two times using this app failed. No chicken dinner two times, despite order confirmation each time. Horrible experience!",App doesn’t work — cancelled my order for no apparent reason,1,False,2021-12-10 11:33:05,,KFC
210,Cory and Max,No deals no promotions no daily discounts just full price no over priced chicken. Jack in the Bix and Burger King rule with there free food and daily low price deals. I’m going to delete. KFC must be losing so much money from people who love deals. Tbh this app is totally worthless,Worst good app ever!!!,1,False,2021-12-05 07:42:33,"{'id': 26718705, 'body': ""Hi, we're sorry to hear you did not have a great experience. We are always looking for ways to make the app better. We will take your comments into consideration, please reach out to our customer support team at KFCMobileTeam@yum.com if you have any more issues."", 'modified': '2021-12-08T16:14:29Z'}",KFC
211,LadyRatt,What’s the point if they don’t offer deals or coupons?  Mcdonald’s and Burger King both offer apps with deals and rewards. This is Definitely not worth the space on my Iphone.  DELETED!,Lame 😡 No deals at all on there food!,1,False,2021-06-30 02:28:43,,KFC
212,lolthisisbullshitwastaken,"Wow, what a huge disappointment. It’s not that much to expect to have the whole menu to choose from. And the whole point of downloading apps is for deals and coupons.","Incomplete menu, no deals",1,False,2021-04-28 18:29:35,,KFC
213,greenis6,"It works, but it keeps freezing my Ipjone 12 mini randomly",freezing randomly,3,False,2021-10-12 19:34:39,,KFC
214,Malcolm001,What’s the point of having an app if I still have to walk in to order things that are not on your app like 24 honey barbecue wings. Make your app and you menu user-friendly.,Menu,1,False,2022-05-16 23:10:22,,KFC
215,WittyWoman331,They made the app so it’s convenient for them to make the most $$ possible. They don’t have everything on the app… might as well go to the restaurant- if you really want it.,Don’t waste your time…,1,False,2021-10-22 23:01:03,"{'id': 25910720, 'body': 'We are working towards making this better. Thank you for your feedback.', 'modified': '2021-10-26T18:11:10Z'}",KFC
216,BigDogInAZ,"The problem isn’t the app as much as it is the way it works with the store. 

I used the app to order and when I got home there were several substitutions. 

They did not ask or bother to inform me of what they did. 

Kids at the store said they could not refund me unless I bought through them. Not the app. 

Not worth the trouble. Just use the drive through.",No way to know if store is out of what you order,1,False,2021-03-15 04:51:26,"{'id': 21708336, 'body': ""Oh no! We sincerely apologize for your experience at the store. We are always working to improve our customer's experience. Thank you for your feedback. "", 'modified': '2021-03-17T13:03:29Z'}",KFC
217,Rachle Ray's dog,It let me order when a location was closed so I couldn’t get my order or a refund,Buggy and lets you place orders even if location is closed,1,False,2022-10-14 23:03:12,,KFC
218,767fr8,Unable to select dark meat option even though there is a button to select.,Unable to select dark meat option.,1,False,2021-06-27 01:01:20,"{'id': 23640017, 'body': ""We'll look into this issue for you. Please send us a note at KFCMobileTeam@yum.com so that we can follow up."", 'modified': '2021-06-28T22:57:52Z'}",KFC
219,Bleachrulzall,Kinda sad when there’s no option to order stuff that’s on the menu at the physical location from the app.,Not all menu items present,1,False,2021-06-15 17:32:26,"{'id': 24413627, 'body': 'We understand this can be frustrating. We are working towards making this better. Thank you for your feedback.', 'modified': '2021-08-10T03:15:55Z'}",KFC
220,Repunzel's Man,Do you except Independence card for ordering?,Favorite Costimer,5,False,2022-03-25 14:55:53,,KFC
221,*PAJOE,Need a way to create a favorites list for quick ordering,Favorites,3,False,2022-05-11 02:05:48,,KFC
222,kylewayne1,I’m happy the US finally has a KFC App.,"Quit hating, give it a chance.",5,False,2021-06-12 16:16:28,"{'id': 23377722, 'body': 'Glad you like it! :)\r\n\r\n', 'modified': '2021-06-14T18:13:32Z'}",KFC
223,DocApple,"It was fine until the latest update (which was forced on us). Now it doesn’t work. At all!  On an iPhone, with the current iOS. It’s KFC loss. We’ll order elsewhere","If it not broke, don’t break it",1,False,2022-02-18 23:43:09,,KFC
224,Travisdrums91,Needs Apple Pay for check out. Please.,Needs Apple Pay,4,False,2021-05-10 00:03:04,"{'id': 23242999, 'body': 'Thank you for your feedback. Apple Pay has now been added as a payment option.', 'modified': '2021-06-07T14:26:09Z'}",KFC
225,The Ribbler,"The app is just rebranded doordash.  When food arrives late or not at all, there’s nothing you can do except chargeback. Cant change tip. Cant contact driver. So expensive too.",Just doordash with all the poor service and $$$$,1,False,2022-09-22 02:28:57,,KFC
226,BasedALC,"You can order maybe a total of 20 items including drinks and sides, don’t know what I expected from a fast food app just now releasing tho.",There’s like 10 items on the app’s menu,1,False,2021-07-28 21:08:11,,KFC
227,AtotheWol,"Placed an order for 4:15pm
- arrived at the restaurant and checked in
- was told to wait 15 mins 
- waited for 45 minutes until 5pm to get my order!!! 
Why offer a service that you can’t provide? Zero stars. KFC is terrible.
Not ready for production release, lack of employee training, just truly awful. A total cash grab, not a real service. Deleting app and never coming back, you lost a customer","Awful, don’t use this app!",1,False,2021-03-06 07:13:10,"{'id': 21497188, 'body': ""That doesn't sound right! Can you give us more information (the location, order number) at KFCMobileTeam@yum.com so that we can investigate."", 'modified': '2021-03-07T18:37:08Z'}",KFC
228,Ali13avs,"The app is only a partial menu. There are no kids meals through the app, so defeats the purpose. Too bad, I really like the convenience of app ordering through other restaurants.",Not full menu,1,False,2022-10-02 17:33:19,,KFC
229,vito4106,"Havnt been to use the app at all yet as the only ones near me are kfc/Taco Bell combos, and they don’t come up as options in the app? How is that possible when it’s a kfc restaurant but the Taco Bell app works fine for the same establishments.",App issues,1,False,2021-07-29 12:38:11,"{'id': 24413648, 'body': ""Thank you for your feedback. We sincerely apologize for the trouble you've had with the app. Can you send us the location you were looking for and screenshots of the errors in the Account section to KFCMobileTeam@yum.com so that we can follow up."", 'modified': '2021-08-10T03:17:11Z'}",KFC
230,DJ_Run2,"Downloaded the app to try and make an online order, over half of my locations menu isn’t online. Highly disappointed, why make an app if it’s halfassed",App is garbage,1,False,2021-05-04 01:09:08,,KFC
231,cinamom123,I removed this app 5 minutes after loading it!! Tried to set up location and get prices but all it wanted to do is have me order!!,Terrible app!!,1,False,2022-02-23 17:44:36,,KFC
232,happyintampa,This is the worst app I’ve ever used. Couldn’t place an order for what I wanted but was able to order what I didn’t want. No explanation why? Called CS on hold almost as long as had to wait for order.,Worst App Ever,1,False,2021-12-08 02:08:04,"{'id': 26742611, 'body': 'We understand this can be frustrating. The app suffered a glitch in this scenario. We would appreciate it if you could send us the details at KFCMobileTeam@yum.com so we can look into this for you.', 'modified': '2021-12-09T18:25:52Z'}",KFC
233,Pocket1478,Don’t use the app. The app charges you twice; one charge shows up when the transaction is made and the duplicate a couple days later.,Duplicate charges using the app,1,False,2021-11-26 01:15:19,,KFC
234,CharlieMCP,"Why’s took so long to get a app!? 
Should been moving faster!",I give 3 stars start with,3,False,2021-08-13 19:23:32,,KFC
235,Mark The Hammer,"This app never works . No menus,  No ordering, it can’t even find the location 1 mile away. 
The support pages blames my internet connection. So to test my connection I’m writing this review",Worst fast food app,1,False,2022-01-15 22:07:03,,KFC
236,Kaysray,Simple and intuitive. Love new sandwich!!,Simple and intuitive. Love new sandwich!!,5,False,2021-03-03 20:19:46,"{'id': 21476189, 'body': 'Thank you so much for your feedback! Happy you love the new sandwich. ', 'modified': '2021-03-05T16:26:13Z'}",KFC
237,NordicDiva,"I’m hungry now! Very effective design, easy to use, visually appealing (I can smell the secret spices).",Great App!,5,False,2021-02-28 17:14:04,"{'id': 21408371, 'body': 'Thank you for the feedback!', 'modified': '2021-03-02T22:16:11Z'}",KFC
238,DavidSF1222,The app is good but I need the feature to change drink size. Thank you.,Cannot change the size of beverage for a combo,2,False,2022-05-13 22:53:34,,KFC
239,aiangoodchild,"Ordered last night and was told my order would be ready at 6:39… 40 minutes later, I finally got my order. The chicken wasn’t even cooked.",Time Matters,1,False,2022-04-30 12:54:05,,KFC
240,dcd442,"Liked the app.  (Good service)
I’ve probably been eating kfc for close to 50 years.   
The food is nothing near the original quality.  
Luckily, it’s not the only choice, in my area.  
I won’t be eating kfc anymore.  
But, nice app.",Good app.   Bad food,4,False,2022-04-24 17:55:05,,KFC
241,Kieran01!,"Absolutely trash app.  Times out constantly,  doesn’t send redeemed promos over and doesn’t allow for other options to be selected.  Don’t waste your time.",Trash,1,False,2022-04-18 00:31:08,,KFC
242,nikita4511,Why can you not order the $10 large popcorn chicken in the app and can only get it at the store?? 🤔🤔🤔,Great! But…,3,False,2021-12-23 08:19:40,,KFC
243,St.Melyd,"I would order, but it won't let me pick a store to see prices first. 
Takes me straight to pickup times!",Won't let me pick store.,2,False,2021-03-21 23:14:39,,KFC
244,takkan2025,Needs an option to give feedback on the store your ordering from for customer evaluation,Customer service,1,False,2022-05-17 01:46:08,,KFC
245,Connie in Vegas,"I saw the order is ready to pick up, but when I arrived, I guess they didn’t even start preparing it yet. I have been waiting outside for 25 mins now, still waiting…",***Do Not Use***,1,False,2021-08-29 01:29:54,,KFC
246,AlistairUlven,Literally unusable nothing works I keep trying to add something to the cart and it just won’t add same goes for the website,Terrible,1,False,2022-10-19 02:15:02,,KFC
247,Daves_Memoir,Tried several times to add a order to the bag and it doesn’t add. It just says “please wait” and doesn’t do anything else. I logged out and login again and nothing.,Can’t add to bag,1,True,2022-06-07 13:40:51,"{'id': 26301365, 'body': 'We had a glitch but it is now fixed. Be sure to update to the latest version and re-login. Let our customer care team know at KFCMobileTeam@yum.com if you continue to face problems.', 'modified': '2022-06-07T13:40:52Z'}",KFC
248,AsCCA2000,"Downloaded the app and whenever try to order any items, nothing actually ever gets added in to the Bag to place an order",App is useless!!!,1,False,2021-04-11 20:46:53,,KFC
249,PhillR8,It’s only 2021 KFC you finally got an app for US customers about time “slow clap”. One star because you finally just showed up to the party. Popeyes will always be better.,About time,1,False,2021-03-03 14:04:46,"{'id': 21476197, 'body': 'Thank you for your feedback!', 'modified': '2021-03-05T16:26:37Z'}",KFC
250,CeCe_Ben,App not loading,Broken,3,False,2022-10-14 22:57:23,,KFC
251,Lolwrz,Crashes so much and makes you reboot the whole process everytime. And our local store is so slow so it’s like pick the best of the worst options,Worst app ever,1,False,2022-09-25 21:58:55,,KFC
252,minnnnhh,"That’s the worst app I ever encountered in my life! Totally useless, just will get your money and not even deliver or chat, there is no way you get ahold with them after they charge you and not deliver!",Dumbest app,1,False,2022-09-01 22:57:30,,KFC
253,"Mr,Sketch",The place order button is always gray!! Cant order!,Cant order food,2,False,2022-04-21 21:31:51,,KFC
254,bailey_21,"I never leave reviews,  it this app real upset me. The app is just downright terrible. Nothing works. Menu DOES NOT SHOW. I can’t order anything or even look at the menu.",Awful & terrible,1,False,2021-12-06 01:10:29,"{'id': 26718511, 'body': ""Bailey, we're sorry to hear that and we would love to take a look at the issue. Please reach out to our customer support team at KFCMobileTeam@yum.com."", 'modified': '2021-12-08T16:06:37Z'}",KFC
255,Giggles.Queen,Can you pay with cash?,Question?,3,False,2021-07-31 22:42:36,,KFC
256,Been Waiting Here,"I saw the release had added Apple Pay, went to place an order and it wasn’t there 😪","Was excited to see Apple Pay, but disappointed",1,False,2021-06-07 20:58:28,"{'id': 23377592, 'body': ""That doesn't sound right! Can you give us more information at KFCMobileTeam@yum.com so that we can investigate."", 'modified': '2021-06-14T18:04:46Z'}",KFC
257,Col Hall,What good is an app that doesn’t include the menu items you want to order?,Only has a partial menu available to order.,1,False,2021-05-14 23:37:57,,KFC
258,gnew18,"I have two KFCs within three miles of me but the app won’t let me set their location to make a purchase 

Annoying is the best way to describe this ...",Won’t find my local KFC,1,False,2021-05-02 19:04:28,,KFC
259,Pko080401,does not improve your wait time you might as well go through the drive through,No point,1,False,2021-12-23 01:23:38,,KFC
260,me2018!,Finally an app that cuts to the chase! No nonsense stalling or timing out! Thanks Colonel Sanders!,Easy Peasy,5,False,2021-12-14 02:46:30,,KFC
261,Studmuffin71,"Will not allow you to pay cash, only credit card.  I’m a 100% disabled veteran, in Oklahoma by law I am sales tax exempt.  Their app doesn’t allow for this. Probably deleting the app.",Terrible app,1,False,2021-12-13 23:18:01,,KFC
262,- Sue,I can’t get the update until I update my credit card so I get charged for a service I no longer use nor want.,Terrible!!!,1,False,2022-11-05 17:03:15,,KFC
263,Beanjar1971,There’s no unsweet tea option on your app! What’s the point in the efficiency of using the app if I have to make a special request when I get to the window?!,"Want to use, but…",1,False,2022-05-01 18:12:17,,KFC
264,Lucky&marley,Can’t add payment info through the app or web on iPhone. You have to do it through a computer. Need to fix this ASAP.,Can’t add payment info,1,False,2022-03-04 21:54:06,,KFC
265,silverangel83,Food is more expensive on the app than if you order at the restaurant.,Expensive,2,False,2021-12-08 02:21:26,"{'id': 26742576, 'body': ""That doesn't sound right! Can you give us more information at KFCMobileTeam@yum.com so that we can investigate."", 'modified': '2021-12-09T18:24:15Z'}",KFC
266,jwbnyc,"I’ve already deleted the app, but thought I’d leave a note letting people know this app is completely non-functional.",Just Does Not Work,1,False,2022-10-19 20:24:33,,KFC
267,princess drip,"No coupons, no point in having it take up space on my phone",Don’t waste your time,1,False,2022-10-02 23:22:24,,KFC
268,Beanie1956,Menu items incomplete. Doesn’t allow you to see what is on a sandwich so no way to change. I’ve deleted the app.,Horrible App,1,False,2022-07-21 01:37:26,,KFC
269,Hendrieth,Enjoyed ordering online,Excellent App,5,False,2022-02-27 19:25:50,,KFC
270,Homer2920,Does not load correctly on Iphone 12 or let you chose location.  Take it away!,Awful and unusable!,1,False,2021-08-20 19:53:05,"{'id': 24835226, 'body': ""We sincerely apologize for the trouble you've had with the app. Can you send us the location you were looking for and screenshots of the errors in the Account section to KFCMobileTeam@yum.com so that we can follow up."", 'modified': '2021-08-31T21:39:21Z'}",KFC
271,ah rates em,I downloaded it twice and after you enter all of your info it won’t let you make a purchase!,App doesn’t work!,1,False,2021-07-21 19:08:36,"{'id': 24339647, 'body': ""We apologize for the inconvenience. Can you be more specific please so that we can identify the issue? Don't hesitate to reach out to us at KFCMobileTeam@yum.com."", 'modified': '2021-08-05T16:26:35Z'}",KFC
272,N8 the Grate,App crashes multiple times finally had to go order inside,App crash,1,False,2022-05-08 17:06:59,,KFC
273,Aaron iphone lover,Your prices are insanely high. Way over priced now. Doubt I’ll ever return. Popeyes is way cheaper and taste better to. The taste has lost its original flavor as it did back in the day.,High prices,1,False,2022-05-03 22:58:03,,KFC
274,Ashewyntr,"Forced to re-enter payment data repeatedly. After all that, still wouldn’t complete purchase. Waste of time.",Buggy. Can’t use,1,False,2021-03-28 21:36:45,,KFC
275,Brain Slurpy,"Attempted KFC because it’s been a while since I’ve had it. The app doesn’t have our local restaurant, there aren’t prices, and the navigation is confusing.",Sub-par,1,False,2021-03-02 23:35:03,"{'id': 21477496, 'body': ""Hi,\nWe've forwarded your feedback to our developers. Thank you for taking the time to send us your feedback. "", 'modified': '2021-03-05T17:56:55Z'}",KFC
276,This app is crapp!!!!,"I ordered for pick up time of 7:45, but my confirmation said 8:05.  I ordered at 7:02…. Why???? Why would an app do this? I order so I can make plans…..,",Changes pick up time,1,False,2022-06-19 00:05:56,,KFC
277,solamefr,"The store on route 50 in Saratoga is the most disgusting rude nastiest place I’ve been in very long time the food was horrendous,cold and the biscuits were baked on paper for boxes NOT for baking so the ink baked right into them but YET STILL SERVED THEM SMH DEFINITELY WILL NOT RECOMMEND THIS PLACE",Saratoga spring NY,1,False,2022-03-29 20:56:52,,KFC
278,BeechJet driver,Can’t order a chicken tender bucket combo. It’s on the menu at my local store. I know because we get this all the time.  Uninstalled app from my phone. So much for convenience.,Chicken tenders???,1,False,2021-07-31 23:57:21,"{'id': 24339579, 'body': 'We understand this can be frustrating. We are working towards making this better. Thank you for your feedback.', 'modified': '2021-08-05T16:22:03Z'}",KFC
279,Hornetex,"No deals, not all menu items. They don’t even have all the beverages that they offer. What a complete waste. App is so bad it deterred me from their restaurant.",Worthless app,1,False,2022-02-25 21:16:34,,KFC
280,lumberlizard,Great app,Best Food App and easy deliver. It might be the easiest and best,5,False,2022-05-16 22:03:57,,KFC
281,idontcarejustletmefinish,"Tried to pick up my order.  Lobby closed. Giant, unmoving drive thru line that I didn’t have time to wait in.",Charged for food I can’t pick up,1,False,2022-08-27 02:24:05,,KFC
282,Cam uploader,Is there going to be free meal for loyalty rewards,Kentucky rewards?,5,False,2022-02-24 22:35:23,,KFC
283,Clfrankie12,The app took my payment and notified that my order was completed. I drove to the location and it was closed. I lost my money due to this app.,Do Not Use This App,1,False,2021-07-05 04:18:11,"{'id': 24049686, 'body': ""We apologize this happened and we'll look into this issue for you. Please send us a note at KFCMobileTeam@yum.com so that we can follow up."", 'modified': '2021-07-21T11:22:28Z'}",KFC
284,Timtgplyer,Love the food! Only thing is LET ME SEE THE PRICE EVEN WHEN THE STORE TO CLOSE!! I love checking prices so I know how much it would be i be able to afford it or not. So 2 stars,Meh,2,False,2022-09-18 05:29:49,,KFC
285,O. Parks,Was very bad employee at counter had serious attitude and would not respect my coupons,Customer service,1,False,2022-09-09 15:37:49,,KFC
286,Antyak,"We downloaded the for advertised specials, it doesn’t work. We showed employees who said they can’t help and refused to honor the specials advertised!",Doesn’t work,1,False,2022-05-22 19:10:35,,KFC
287,dh$$$$,This app is so disappointing.   It rarely works and my stores either don’t or can’t use it when it does.,Terrible app,1,False,2021-12-23 19:54:24,,KFC
288,proakanoob,When I opened it up and typed in my address (I tried everything even the exact cords) it said wrong address,KFC is trash,1,False,2021-10-21 20:38:11,"{'id': 25910725, 'body': ""We'll look into this issue for you. Please send us a note at KFCMobileTeam@yum.com so that we can follow up."", 'modified': '2021-10-26T18:12:06Z'}",KFC
289,Kraethus,You can’t swap out side dishes making this worthless for anyone who doesn't like coleslaw or just prefers a different side.,Cant Change Sides,1,False,2022-10-16 13:04:25,,KFC
290,Liembiof,Hard to load. So many steps to complete an order even not the first time.,Worst of fast food apps,1,False,2022-08-21 20:44:59,,KFC
291,Riley_King2010,"Ok so back in October me and my parents got KFC for there anniversary and I was not happy with the food. The chicken was cold, the biscuit was way too dry and I ordered a cookie and they forgot it. Not a great experience, do not recommend",Not happy,1,False,2022-02-27 14:01:39,,KFC
292,Maryhad,Can’t add payment info without first picking a location. Can’t find a location that is 1 mile away.,Awful! Fire the programmers!,1,False,2021-12-05 23:46:47,"{'id': 26718558, 'body': 'Hi, we apologize for this. Our app suffered a glitch but it is now fixed. Please retry and re-rate our app and let our customer care team know at KFCMobileTeam@yum.com if you continue to face problems. Thank you', 'modified': '2021-12-08T16:08:44Z'}",KFC
293,Chris Berryman,Just try and select a bucket of dark meat chicken. Then google and see how long this app has been broken.,App is more busted than the chicken,1,False,2022-10-27 22:33:49,,KFC
294,Francis Quan Ta,"I specifically order NO MASHED POTATO and yet when I got my order and got home, it had a bunch of mashed potatoes. I am unsure if they are doing it out of “humor” or spite but this is terrible. Terrible workers.",Terrible,1,False,2022-04-14 21:17:35,,KFC
295,MaxWorldHQ,Menu is blank. Can’t order. App is completely non-functional.,Completely Worthless,1,False,2021-09-06 18:10:36,,KFC
296,SorryNotSorryAsh,I wish it had diet Mountain Dew on my location they have it.,Good but,3,False,2022-10-10 22:18:51,,KFC
297,Baccibleu,You still have to go inside and wait for them to make it ..It’s a joke....useless,App is fine but why bother,1,False,2021-04-08 16:19:37,"{'id': 24413591, 'body': 'We understand this can be frustrating. We are working towards making this better. Thank you for your feedback.', 'modified': '2021-08-10T03:12:49Z'}",KFC
298,Sonata2017,"The best restaurant apps have coupons and deals, and rewards, for their regular customers. Get with it, KFC!!!",Where are the coupons??,1,False,2022-06-28 22:06:12,,KFC
299,Logan1057,App is stuck on “please wait” when I go to make my order.,Can not place order,1,False,2022-03-29 21:27:36,,KFC
300,little red fire,They don’t offer mixed buckets on the app,Options needed,3,False,2021-09-06 22:25:24,,KFC
301,n8ivebadboy,I have kfc here in Durant ok didn’t show up disappointed every fast food in town has one do better kfc,No locations,1,False,2021-12-21 23:32:01,,KFC
302,Kovuee,The app doesn’t even load anything. When I try to choose a store it says no results as if I’m trippin & there’s really no KFC’s in NYC. Smttt get it together ppl !,Does not work,1,False,2021-08-28 23:27:27,"{'id': 25261865, 'body': ""Thank you for your feedback. We sincerely apologize for the trouble you've had with the app. Can you send us the location you were looking for and screenshots of the errors in the Account section to KFCMobileTeam@yum.com so that we can follow up."", 'modified': '2021-09-22T23:28:15Z'}",KFC
